City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Hyderabad,59.23,84.19,6.68,13.39,18.49,10.38,0.92,7.79,31.1,1.13,6.38,0.56,102.0
Jorapokhar,20.18923728813559,24.18,8.85,9.4,23.85,6.27,1.83,4.58,62.89,1.01,2.76,0.82,136.0
Chennai,70.13,48.55,8.66,10.91,12.32,116.99,1.29,3.68,24.49,2.62,5.37,0.82,151.0
Mumbai,25.5,58.53,123.26,8.94,73.13819354838711,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Hyderabad,59.6,107.16,1.22,0.95,1.58,7.44,0.61,5.61,33.85,1.31,7.3,1.04,210.0
Other Cities,21.27,33.11,1.42,7.34,4.63,5.87,0.36,14.29,32.09,0.0,0.15,0.08,44.0
Mumbai,25.5,58.53,123.26,8.94,75.9818494623656,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Delhi,88.3,381.6975,43.65,40.52,63.37,34.31,1.86,14.88,25.23,2.31,8.74,0.005333333333333334,174.0
Hyderabad,75.46,144.81,8.76,30.6,10.71,11.56,0.31,5.43,57.92,3.49,11.82,2.01,151.0
Patna,102.46686746987952,158.08,6.514819277108433,20.48132530120482,25.89831325301205,49.8,0.0,5.198674698795181,19.349638554216867,0.0,0.0,0.0,245.18604651162792
Jorapokhar,41.67,71.88,8.77,9.42,23.85,6.28,0.5478260869565217,7.3,14.91,1.01,2.76,0.82,80.0
Jorapokhar,217.13,140.02,10.39,10.34,23.85,6.93,0.46,113.53,31.36,1.01,2.76,0.82,120.0
Bengaluru,70.78,154.34,8.97,32.33,35.82,14.47,1.27,6.96,61.01,0.42,1.76,0.82,137.0
Amritsar,50.85,182.83,12.73,16.28,34.88,28.65,0.29,3.6,27.13,1.76,2.09,2.31,304.9473684210526
Patna,85.68,158.08,9.27,31.08,13.61,49.8,1.49,22.3,83.71,2.97,30.55,11.6,190.0
Hyderabad,23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,5.44,66.0
Ahmedabad,15.52,141.54,12.892000000000001,61.062,0.0,16.645,12.892000000000001,1.31,12.168,3.78,28.55,6.81,289.3333333333333
Jorapokhar,217.13,397.89,6.98,7.46,23.85,6.63,0.0,73.35,19.47,1.01,2.76,0.82,285.0
Chennai,48.5,48.55,11.75,25.61,20.47,46.55,0.86,5.65,44.79,1.36,2.23,0.82,70.0
Other Cities,26.0,34.04,11.83,16.04,27.87,28.33,1.03,9.67,20.58,0.03,0.38,5.34,59.0
Jaipur,103.08,206.35,16.87,39.2,55.76,22.7,0.71,9.36,60.49,0.68,21.63,0.82,275.0
Jorapokhar,217.13,178.55,7.95,11.07,23.85,6.75,0.39,13.11,21.16,1.01,2.76,0.82,156.0
Ahmedabad,30.78,141.54,15.076,95.64599999999999,0.0,16.645,15.076,54.295,30.243999999999996,0.0,0.0,0.0,286.0
Delhi,141.15,294.36,49.17,55.77,71.3,38.07,1.52,20.59,42.61,5.73,57.74,1.59,325.0
Ahmedabad,66.58,141.54,7.16,62.16,35.66,16.645,7.16,98.89,66.87,11.34,52.45,9.93,198.0
Jorapokhar,45.74,98.21,8.73,9.25,23.85,6.29,1.456984126984127,5.88,70.21,1.01,2.76,0.82,117.0
Amritsar,68.81,312.18,18.9,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82,125.0
Delhi,56.56,147.82,7.36,20.84,20.11,35.71,0.36,7.91,26.55,7.29,16.03,0.0,93.0
Mumbai,49.73,154.09,27.81,65.26,93.04,7.21,1.91,18.87,43.06,1.28,1.44,0.45,138.0
Jorapokhar,217.13,140.145,6.88,7.535,23.85,6.58,0.0,84.8190909090909,22.130000000000003,1.01,2.76,0.82,122.0
Bengaluru,28.22,153.3,5.8,21.5,21.78,27.79,2.09,2.69,34.32,2.08,4.5,0.82,61.0
Gurugram,16.85,37.3,9.88,7.95,9.22,39.69,0.52,13.54,32.22,2.0,6.01,10.64,45.0
Mumbai,25.5,58.53,123.26,8.94,126.4,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Chennai,56.12,48.55,9.34,24.69,23.37,10.06,1.0,9.62,25.3,0.13,1.6,0.82,80.0
Chennai,76.53,48.55,7.73,20.83,15.13,36.12,0.81,5.84,25.83,0.0,4.17,0.82,133.0
Jaipur,51.78,162.73,8.54,35.93,38.92,23.86,0.61,7.5,40.94,0.35,12.08,0.82,153.0
Amritsar,34.5,50.39,11.47,13.56,24.78,3.98,0.0,4.02896551724138,7.77,5.26,1.24,0.22,58.0
Jaipur,50.9,169.67,18.51,30.4,41.26,24.82,1.14,10.08,24.86,1.51,12.23,0.82,151.0
Jorapokhar,85.68,205.23,9.17,9.94,23.85,6.19,0.0,10.63,12.17,1.01,2.76,0.82,170.0
Mumbai,25.5,58.53,123.26,8.94,116.93049462365593,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,34.24,158.08,22.82,110.29,42.4,49.8,1.03,41.09,49.23,1.16,7.03,5.02,104.0
Patna,49.83,158.08,6.5,2.48,4.56,49.8,1.47,38.26,67.09,1.58,14.48,6.19,167.0
Ahmedabad,101.09,162.86,15.07,43.66,31.13,16.645,15.07,42.07,44.44,2.85,46.56,1.13,988.0
Chennai,89.6,48.55,6.85,16.96,16.62,81.23,0.89,5.03,54.2,1.21,3.41,0.82,212.0
Delhi,107.63,173.87,33.9,27.06,17.82,50.93,0.24,23.51,31.11,0.57,2.97,0.09,268.0
Mumbai,11.97,52.15,14.78,8.43,23.03,10.46,0.34,10.72,8.3,0.9,1.44,0.45,61.0
Visakhapatnam,15.02,50.94,7.68,25.06,19.54,12.47,0.47,8.55,23.3,2.24,12.07,0.73,41.0
Ahmedabad,77.47508620689655,141.54,9.364353448275862,30.31948275862069,39.67913793103448,16.645,9.364353448275862,13.388793103448275,41.34435344827586,4.486853448275863,9.734827586206896,2.0296551724137935,311.18454935622316
Other Cities,20.31,49.14,3.84,12.76,9.99,12.81,0.41,7.54,61.59,0.39,0.25,0.1,96.0
Hyderabad,66.34,154.68,4.56,45.68,27.4,19.37,0.67,13.99,32.16,3.23,28.93,6.32,143.0
Bengaluru,23.64,54.09,9.57,20.9,24.36,12.52,0.68,8.45,24.61,1.95,7.15,0.82,69.0
Thiruvananthapuram,17.582,34.105999999999995,1.4460000000000002,8.177999999999999,0.0,2.58,0.0,3.952,6.5440000000000005,1.01,2.76,0.82,55.2
Visakhapatnam,203.05,306.16,20.25,80.39,59.22,16.24,1.71,36.83,83.48,5.91,8.06,3.12,343.0
Delhi,39.48,108.22,20.52,33.82,36.22,23.56,1.03,8.08,32.66,2.5,20.58,2.01,108.0
Amritsar,49.65,120.56,17.6,11.27,24.49,16.26,1.2,19.91,22.67,6.29,2.33,13.2,124.0
Amritsar,47.29,170.2,10.55,18.45,23.64,10.96,0.81,4.53,5.57,1.71,1.71,21.03,131.0
Bengaluru,15.85,70.46,5.74,10.66,8.17,10.75,9.92,2.6,5.24,14.1,1.8,0.82,95.0
Visakhapatnam,73.17,113.17,3.86,18.95,13.18,13.54,0.95,3.3,90.96,3.5,4.92,1.47,144.0
Thiruvananthapuram,27.24,57.7,10.02,23.66,20.7,11.18,1.33,9.46,45.3,1.01,2.76,0.82,88.0
Chennai,38.04,56.21,5.32,11.43,16.7,23.7,1.15,6.7,57.05,10.66,28.03,0.82,120.0
Delhi,378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,2.75,577.0
Delhi,91.18,190.99,8.55,46.44,42.94,49.72,1.15,9.27,69.61,2.78,9.65,2.61,235.0
Bengaluru,37.93,78.07,9.59,34.47,23.09,26.88,0.95,4.34,34.31,0.02,0.14,0.82,76.0
Bengaluru,28.24,194.62,6.57,15.81,14.49,36.79,0.47,7.48,21.395000000000003,1.365,0.4,0.82,71.0
Patna,90.54,189.23,25.07,56.97,64.03,29.13,1.0,7.51,11.65,2.22,9.02,2.37,231.0
Patna,89.54,158.08,103.4,106.38,209.79,49.8,1.54,2.23,14.1,0.13,0.6,0.33,254.0
Other Cities,33.8,51.61,20.98,8.98,29.96,7.25,1.77,30.39,12.03,0.0,3.79,2.6,74.0
Delhi,153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,3.87,350.0
Hyderabad,56.98,120.91,8.65,47.69,32.11,11.49,0.56,14.98,34.51,4.83,33.6,14.01,117.0
Thiruvananthapuram,25.86,47.67,16.54,8.81,23.24,16.12,0.45,5.42,36.06,1.01,2.76,0.82,55.0
Other Cities,58.15,0.26,12.92,50.1,83.31,9.38,2.54,16.59,13.16,4.83,8.7,0.2,116.0
Ahmedabad,153.07029411764705,141.54,40.695915492957745,15.848169014084506,25.825588235294116,16.645,40.695915492957745,65.48605633802816,31.438235294117646,0.0,0.0,0.0,308.44868035190615
Gurugram,52.91,395.4,17.02,9.59,14.43,39.69,1.49,7.79,23.45,0.86,8.63,10.64,95.0
Lucknow,70.64,97.965,4.99,9.95,6.24,8.91,2.29,9.9,39.97,1.49,1.38,0.82,191.0
Chennai,97.96,48.55,5.9,16.44,18.92,52.02,6.45,16.19,24.28,2.1625,2.03,0.82,135.0
Jaipur,41.69,89.54,13.78,34.22,40.95,21.54,0.97,12.27,56.63,0.78,5.75,0.82,104.0
Gurugram,136.27,291.785,84.84,54.29,102.62,39.69,2.83,7.55,35.48,0.0,0.0,10.64,328.0
Bengaluru,30.65,70.46,6.75,25.98,15.03,23.48,0.54,12.84,16.27,30.51,8.44,0.82,91.0
Chennai,28.83,31.28,7.17,9.57,16.05,34.89,1.07,6.32,70.18,0.08,0.0,0.82,102.0
Thiruvananthapuram,9.27,29.82,1.1,4.09,2.39,2.4,0.65,1.38,35.1,1.01,2.76,0.82,44.0
Ahmedabad,91.10608823529411,141.54,130.29788732394366,24.132225352112677,39.77267647058824,16.645,130.29788732394366,63.58540845070422,21.821470588235293,0.0,0.0,0.0,166.5601173020528
Delhi,186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,0.78,334.0
Gurugram,44.84,89.14,52.57,36.56,65.35,12.08,0.76,9.6,77.07,6.2,3.04,2.24,155.0
Mumbai,25.5,58.53,123.26,8.94,34.18010752688173,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Bengaluru,16.68,70.46,4.77,13.1,10.22,30.49,22.32,2.42,17.12,7.311232876712329,18.37,0.82,167.0
Other Cities,50.32,59.46,0.77,17.86,18.6,3.92,0.31,2.34,37.31,0.02,0.0,0.13,88.0
Gurugram,85.41,395.4,4.87,7.78,19.59849693251534,39.69,0.72,4.79,37.2,0.04,3.74,10.64,230.0
Patna,32.79,86.68,37.32,19.62,55.68,11.9,0.55,5.55,37.98,2.46,2.76,2.67,124.0
Ahmedabad,29.37,141.54,42.88,163.3,111.66,16.645,42.88,60.33,44.38,3.94,16.02,0.65,862.0
Delhi,250.69,411.48,82.24,93.99,134.24,61.29,2.74,21.72,131.99,4.96,18.16,0.007333333333333334,431.0
Bengaluru,158.67,86.06,12.57,26.66,0.0,24.45,1.25,4.92,13.48,1.37,1.78,0.82,200.0
Ahmedabad,112.44,141.54,61.37,88.16,69.9,16.645,61.37,88.25,41.77,4.19,32.47,7.03,1459.0
Patna,81.42319277108433,158.08,6.096626506024096,22.213072289156628,21.105180722891568,49.8,0.0,6.581927710843374,17.623253012048195,0.0,0.0,0.0,157.22093023255815
Mumbai,25.5,58.53,123.26,8.94,52.66387096774194,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Lucknow,150.57,97.965,10.5,45.77,6.24,8.91,1.4,4.87,36.67,3.75,6.02,0.82,304.0
Gurugram,155.84,260.27,89.84,59.04,119.26,39.69,1.82,41.95,47.46,2.0,6.0,10.64,318.0
Lucknow,25.49,97.965,3.05,9.44,4.57,8.91,9.61,8.63,29.08,0.08,0.17,0.82,165.0
Jaipur,44.35,88.86,12.42,37.51,42.88,17.41,0.75,12.66,60.98,1.11,5.38,0.82,134.0
Gurugram,119.93,395.4,9.78,22.59,0.0,39.69,2.18,8.16,33.28,1.66,2.34,10.64,222.0
Jaipur,30.45,74.35,13.12,43.17,48.29,23.28,0.62,9.88,60.92,0.79,3.18,0.82,100.0
Jorapokhar,16.79271186440678,19.15,8.71,9.22,23.85,6.32,1.91,4.76,3.51,1.01,2.76,0.82,112.0
Delhi,40.83,210.86,32.66,32.0,72.35,20.57,0.78,11.59,42.13,0.7,2.82,3.1665853658536585,232.0
Delhi,50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,0.88,114.0
Lucknow,272.75,97.965,45.79,62.96,69.19,48.72,1.03,15.52,29.14,0.09,1.04,0.82,413.0
Other Cities,101.43,169.06,13.66,4.94,16.04,1.62,2.09,51.95,23.68,0.0,0.08,1.6,253.0
Lucknow,141.32,97.965,12.37,27.7,5.15,8.91,1.37,5.83,51.56,1.33,4.21,0.82,335.0
Hyderabad,17.16,51.14,4.2,19.36,12.3,12.11,0.38,7.65,19.4,0.17,1.37,0.05,52.0
Delhi,73.06,301.82,15.19,39.8,34.4,28.15,1.05,21.85,52.16,2.92,23.25,1.17,248.0
Ahmedabad,21.27,65.12,3.66,13.93,9.31,16.645,0.36,21.0,40.56,1.67,14.29,0.95,99.0
Bengaluru,23.3,49.13,7.2,21.15,22.03,11.46,0.71,5.9,25.68,0.31,1.21,0.82,62.0
Other Cities,107.7,170.21,4.97,43.54,27.2,22.52,0.17,18.07,64.6,0.33,4.01,0.16,274.0
Gurugram,38.05,84.2,34.84,21.9,49.96,39.69,0.98,10.12,35.98,1.99,6.0,10.64,89.0
Bengaluru,37.81,81.51,6.94,40.55,0.0,24.8,1.55,7.85,47.14,1.45,2.19,0.82,97.0
Bengaluru,17.94,70.46,6.02,18.38,13.03,33.49,3.15,5.94,7.21,16.44,1.98,0.82,89.0
Hyderabad,26.44,48.17,2.34,19.64,12.24,9.98,0.46,4.77,25.89,0.78,4.58,0.55,60.0
Ahmedabad,121.0,141.54,14.95,93.59,56.81,16.645,14.95,119.43,50.94,9.17,34.15,4.39,1434.0
Hyderabad,66.82,71.59,10.05,32.58,24.83,13.28,0.65,11.42,37.79,2.98,18.83,2.92,106.0
Delhi,21.74,62.19,7.22,24.15,20.35,22.6,0.78,9.29,27.34,1.57,15.18,0.17,80.0
Amritsar,54.62,84.09,10.47,11.54,20.38,5.25,0.24,11.64,17.87,2.42,2.96,2.0,106.0
Gurugram,894.75,395.4,4.46,48.76,17.45,39.69,1.43,13.43,37.98,0.86,8.63,10.64,471.7647058823529
Hyderabad,74.57,159.54,7.74,48.16,1.55,13.04,0.03,9.07,107.68,0.05,0.18,0.0,117.8
Lucknow,44.28,97.965,9.26,21.66,18.93,10.57,0.93,8.93,31.33,0.21,3.2,0.82,86.0
Gurugram,157.36,395.4,16.35,27.71,42.065714285714286,39.69,0.0,11.94,33.84,1.1,5.62,10.64,315.0
Chennai,61.29,48.55,5.43,10.22,7.72,40.11990291262137,0.42,5.12,29.77,0.0,0.0,0.82,92.0
Lucknow,76.9,97.965,5.71,14.35,2.29,8.91,1.06,5.59,4.68,0.22,0.542,0.82,151.0
Mumbai,25.5,58.53,123.26,8.94,81.10043010752689,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Bengaluru,29.24,72.24,13.98,30.94,37.06,14.07,0.94,6.59,20.67,1.03,2.73,0.82,80.0
Jorapokhar,33.775338983050844,305.23435897435894,12.114358974358975,7.561025641025641,23.85,6.470769230769231,0.6830769230769231,39.54512820512821,12.162307692307692,1.01,2.76,0.82,113.81395348837209
Jaipur,28.67,54.46,14.49,21.23,31.76,12.91,0.67,10.24,15.52,0.43,8.18,0.82,69.0
Jorapokhar,23.9,75.71,26.27,11.46,23.85,9.45,2.13,19.66,61.83,1.01,2.76,0.82,120.0
Mumbai,25.5,58.53,123.26,8.94,25.94,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Thiruvananthapuram,32.33,49.54,8.26,22.12,26.02,8.9,0.75,5.49,55.44,1.01,2.76,0.82,89.0
Gurugram,112.17,177.09,29.12,14.74,38.22,39.69,0.63,9.21,55.2,1.49,2.04,10.64,288.0
Delhi,138.46,286.39,87.96,59.9,111.77,44.11,2.0,20.13,44.29,6.39,37.24,2.16,300.0
Jaipur,14.37,23.25,4.52,5.7,51.05,0.8600000000000001,0.57,8.89,1.21,0.0,0.18,0.82,43.0
Bengaluru,27.47,51.79,3.22,9.44,11.22,11.09,0.85,6.49,35.6,0.14,0.37,0.82,67.0
Bengaluru,18.77,42.23,11.91,26.91,32.16,15.45,0.98,6.42,27.66,0.57,2.12,0.82,78.0
Lucknow,95.02,97.965,12.35,44.26,29.05,10.09,0.79,6.5,23.52,1.59,4.44,0.82,182.0
Amritsar,51.36,134.65,8.1,102.85,105.34,21.74,1.14,4.3,18.65,4.14,7.48,11.05,206.0
Ahmedabad,63.06,141.54,13.88,28.22,24.09,16.645,13.88,69.46,25.88,9.26,28.44,0.65,351.0
Visakhapatnam,34.36,90.9,1.22,23.38,13.12,14.45,0.56,10.92,35.12,2.99,3.15,1.6,86.0
Bengaluru,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,0.82,143.0
Visakhapatnam,18.16,66.09,1.68,16.27,9.74,8.18,0.11,7.01,30.36,2.69,6.72,1.76,61.0
Jaipur,16.54,32.83,16.3,22.27,34.21,37.51,0.55,9.08,16.74,0.18,3.66,0.82,55.0
Gurugram,361.14,573.72,43.29,80.51,87.29,39.69,2.34,11.93,24.67,2.01,5.99,10.64,488.0
Other Cities,96.15,212.49,28.27,23.49,32.53,15.1,0.88,13.68,19.41,0.52,430.66,0.75,260.0
Thiruvananthapuram,20.75,44.38,1.75,5.95,4.57,2.97,0.93,3.45,13.81,1.01,2.76,0.82,58.0
Ahmedabad,32.7,105.78,26.0,103.72,80.25,16.645,26.0,132.41,45.92,6.3,80.04,1.48,466.0
Gurugram,46.43,189.7953043478261,15.2,25.01,23.11,39.69,0.59,5.13,16.38,1.69,4.635969581749049,10.64,69.0
Patna,98.06,158.08,29.96,48.15,49.75,49.8,0.78,26.85,52.9,6.39,53.39,32.98,204.0
Ahmedabad,120.61285294117647,141.54,87.63028169014086,20.18743661971831,33.131205882352944,16.645,87.63028169014086,64.49047887323944,26.400882352941174,0.0,0.0,0.0,234.12609970674487
Amritsar,96.33,172.08,11.63,18.14,28.97,28.99,0.46,13.85,16.81,2.9,3.57,1.96,227.0
Delhi,63.77,166.31,12.93,31.27,34.21,43.33,2.58,5.91,56.84,1.83,3.83,2.5547154471544715,309.0
Jorapokhar,40.04584745762712,153.82,7.98,7.41,23.85,6.67,2.01,10.120000000000001,52.39,1.01,2.76,0.82,187.0
Amritsar,45.32,387.65,12.25,15.1,23.64,28.0,0.0,3.04,14.62,5.53,2.396875,0.91,98.0
Jorapokhar,217.13,81.84,15.56,8.42,23.85,7.83,0.35,71.0,26.71,1.01,2.76,0.82,94.87179487179486
Chennai,78.68,48.55,14.88,19.5,18.15,97.64,0.95,8.5,45.96,1.39,3.61,0.82,167.0
Amritsar,77.37,110.41,9.63,10.03,19.65,12.06,0.89,7.44,18.065,2.55,2.49,2.0,121.0
Patna,211.92,158.08,39.64,23.76,44.86,49.8,2.55,12.3,20.21,2.87,8.62,9.04,348.0
Delhi,27.18,53.02,8.28,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39,0.0,98.0
Ahmedabad,137.33335294117649,141.54,63.45197183098592,17.952056338028168,29.367705882352944,16.645,63.45197183098592,65.00335211267605,28.995882352941177,0.0,0.0,0.0,272.41348973607035
Hyderabad,47.03,93.0,14.2,29.46,43.66,24.94,0.57,7.71,30.14,0.74,5.08,1.1,120.0
Visakhapatnam,26.88,76.7,2.0,28.32,16.46,7.56,0.11,10.13,24.73,2.06,5.23,1.31,52.0
Amritsar,45.16,129.04,29.69,38.7,66.33,9.46,0.0,2.836666666666667,15.79,6.13,1.34,9.11,101.0
Bengaluru,30.65,70.46,6.85,20.06,18.5,23.32,25.5,11.47,36.7,307.42,38.84,0.82,91.0
Chennai,31.56,185.25,5.54,8.57,13.7,54.33,0.51,6.26,35.24,0.55,0.0,0.82,60.0
Visakhapatnam,31.25,109.12,34.08,79.93,70.24,16.02,0.86,16.16,14.24,10.32,29.89,11.96,114.33333333333333
Chennai,37.71,48.55,9.9,12.52,16.23,24.42,1.72,9.32,23.29,4.28,0.28,0.82,107.0
Chennai,67.15,48.55,8.24,16.29,14.6,90.02097087378641,0.03,3.89,39.87,0.14,0.12,0.82,105.0
Thiruvananthapuram,6.75,32.47,1.66,5.4,3.11,2.74,0.97,1.39,47.52,1.01,2.76,0.82,65.0
Bengaluru,17.43,68.76,9.54,37.75,0.0,23.79,0.37,3.49,21.87,1.43,1.17,0.82,50.0
Delhi,307.08,415.79,111.51,103.26,67.31,58.89,1.38,21.52,33.89,6.99,13.52,0.0,455.0
Mumbai,25.5,58.53,123.26,8.94,115.79303225806453,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,118.69,158.08,8.13,15.37,9.06,49.8,1.77,37.06,61.54,0.35,3.39,0.98,286.0
Hyderabad,25.79,93.0,10.77,12.17,22.6,24.94,0.72,8.76,18.8,0.3931531531531532,1.3789189189189188,9.800540540540542,98.0
Other Cities,72.91,152.94,12.92,19.06,27.96,102.72,2.21,7.43,16.54,0.0,2.74,0.25,131.0
Jorapokhar,217.13,165.49,9.83,11.64,23.85,6.99,0.34,55.11,23.77,1.01,2.76,0.82,159.0
Ahmedabad,73.24,141.54,0.6,16.96,16.6,16.645,0.6,28.89,47.63,0.14,0.04,1.35,209.0
Bengaluru,58.92,129.31,11.08,40.64,39.27,16.13,1.14,5.4,62.38,1.7,5.05,0.82,149.0
Amritsar,64.79,125.99,17.26,15.45,32.71,12.46,1.02,41.37096153846154,28.61,6.52,2.39,12.83,124.0
Hyderabad,34.0,60.2011111111111,6.3,8.84,15.13,15.714722222222223,0.66,6.99,11.61,0.1,0.66,0.13,97.0
Hyderabad,27.42,93.0,17.37,5.97,23.26,24.94,0.58,2.66,20.65,0.4685585585585586,1.0213513513513515,13.894324324324325,97.0
Other Cities,27.19,52.66,2.48,12.02,7.7,5.86,0.4,14.54,30.32,0.0,0.15,0.27,45.0
Hyderabad,10.28,19.23,7.19,10.5,5.22,3.21,0.05,4.24,38.84,0.03,0.56,0.06,54.0
Chennai,29.08,48.55,5.95,22.4,14.55,109.78854368932039,0.0,1.48,5.6,0.27,0.21,0.82,57.0
Lucknow,161.68,97.965,67.22,56.84,84.03,30.11,1.18,20.77,26.27,3.78,17.34,0.82,343.0
Jaipur,44.32,90.87,6.84,20.77,24.02,17.77,0.8,9.48,62.56,0.96,3.74,0.82,107.0
Gurugram,31.51,395.4,0.41,30.29,22.26291411042945,39.69,1.02,5.76,19.9,0.0,0.0,10.64,59.0
Delhi,69.44,204.22,61.61,76.28,46.32,57.35,0.37,23.72,14.88,1.59,2.94,0.0,234.0
Hyderabad,33.33,76.71,8.73,31.35,28.66,33.19,0.47,7.87,47.78,0.36,2.41,0.33,100.0
Other Cities,16.21,48.0,13.93,43.42,34.5,8.82,0.87,7.51,17.51,0.01,0.07,0.1,64.0
Thiruvananthapuram,71.71,104.39,3.87,5.26,5.54,4.71,1.37,6.12,72.01,1.01,2.76,0.82,130.0
Ahmedabad,85.03,141.54,3.3,26.7,27.41,16.645,3.3,59.16,35.89,7.58,29.19,4.08,415.0
Amritsar,40.5427868852459,121.94,14.24,19.97,35.21,18.55,0.0,6.19,24.0,11.77,1.35,9.42,106.0
Hyderabad,46.62,93.0,6.67,18.93,25.34,24.94,0.83,9.63,39.74,0.27585585585585587,1.9351351351351354,3.4324324324324325,124.0
Jorapokhar,123.22,250.22,8.84,9.55,23.85,6.33,1.5676190476190477,26.84,45.06,1.01,2.76,0.82,311.0
Mumbai,25.5,58.53,37.44227272727272,17.967241379310344,37.38,7.21,1.28,15.397142857142857,12.573846153846153,0.0,0.0,0.0,73.0
Other Cities,62.08,152.59,10.08,62.18,41.29,19.42,0.05,8.97,34.93,0.16,4.65,0.13,136.0
Chennai,62.41,78.57,3.78,11.1,14.87,149.57,0.44,7.47,33.57,0.08,0.06,0.82,93.0
Patna,104.17,158.08,12.81,19.89,22.09,49.8,1.17,6.99,29.6,0.15,0.62,0.25,241.0
Ahmedabad,73.24,141.54,45.41,38.48,81.5,16.645,45.41,45.76,46.51,5.42,10.83,1.93,209.0
Other Cities,14.82,19.67,11.65,0.35,15.83,23.19,0.31,9.06,0.05,10.0,10.96,0.24,31.0
Other Cities,14.57,40.93,2.7,12.76,8.84,49.89,0.59,13.77,24.1,3.66,0.54,1.05,40.0
Bengaluru,27.07,61.85,12.69,29.65,36.43,17.29,1.01,6.8,30.81,0.72,2.18,0.82,72.0
Mumbai,54.25,158.76,48.94,33.31,82.26,7.21,2.41,20.25,52.22,2.25,1.44,0.45,142.0
Chennai,58.07,48.55,7.07,16.31,15.81,51.31,2.33,12.21,38.65,3.31,0.41,0.82,167.0
Delhi,125.44,281.53,61.96,64.7,90.76,41.23,1.96,28.67,57.0,6.53,44.11,1.04,284.0
Ahmedabad,66.46327586206897,141.54,9.940431034482758,29.970344827586207,39.90724137931035,16.645,9.940431034482758,10.414137931034482,40.03043103448276,3.3754310344827587,7.323448275862068,1.5268965517241382,301.5665236051502
Ahmedabad,75.0280172413793,141.54,9.492370689655171,30.24189655172414,39.729827586206895,16.645,9.492370689655171,12.727758620689656,41.05237068965517,4.239870689655173,9.198965517241378,1.9179310344827587,309.0472103004292
Jaipur,75.44,194.31,51.83,26.19,15.77,61.28,0.0,11.31,42.85,8.78,8.26,0.82,194.0
Other Cities,152.57,316.75,19.68,37.39,57.05,11.23,4.77,20.84,16.11,0.2,0.0,0.1,345.0
Other Cities,17.58,59.05,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,0.21,73.0
Mumbai,25.5,58.53,123.26,8.94,27.67,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Ahmedabad,32.11,94.34,3.68,17.95,11.49,16.645,0.45,15.83,42.22,5.48,33.62,2.16,101.0
Jaipur,54.27,95.76,8.16,18.51,6.8,16.75,0.0,16.03,49.86,1.96,0.82,0.82,88.0
Delhi,95.72,179.78,15.54,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55,0.5,279.0
Other Cities,57.19,135.99,20.18,16.54,28.46,70.67,0.7,16.39,10.83,0.9,2.64,0.24,123.0
Bengaluru,25.37,81.98,6.35,24.27,27.38,9.02,0.72,4.7,37.55,0.5,1.39,0.82,79.0
Hyderabad,63.07,69.42666666666666,7.79,10.21,18.0,17.517083333333336,0.65,8.16,16.0,0.16,1.07,0.08,109.0
Visakhapatnam,26.767803468208093,75.30774566473988,10.198323699421966,14.839117647058824,0.0,11.166190476190478,0.0,8.639537572254335,11.190742857142858,0.0,0.0,0.0,128.85714285714286
Delhi,273.82,515.41,192.34,129.41,67.59,60.4,1.61,26.1,40.19,7.04,16.43,0.0,455.0
Patna,100.96,158.08,24.5,13.9,38.27,49.8,2.1,13.17,11.71,0.29,1.98,0.81,154.0
Mumbai,25.5,58.53,123.26,8.94,104.98713978494624,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,237.45,158.08,23.97,40.06,24.91,49.8,2.73,42.32,44.55,3.5,22.2,11.51,435.0
Hyderabad,44.79,93.0,14.81,13.64,28.05,24.94,0.72,11.55,29.71,0.34846846846846846,1.5908108108108108,7.374594594594596,117.0
Delhi,130.7,218.14666666666668,5.58,15.89,20.05,43.800000000000004,1.39,12.78,29.69,2.3,5.74,0.0,316.0
